TYPE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y,Latitude,Longitude,HOUR,MINUTE,YEAR,MONTH,DAY,Date,TIME_OF_DAY,Month_Name,Coordinates
Theft from Vehicle,SEYMOUR ST / W PENDER ST,Central Business District,491721.6,5459035.9,49.28402,-123.11383,12,0,2006,6,12,06/12/2006,Night,June,"49.28401973, -123.1138301"
Theft from Vehicle,GEORGE ST / NAPIER ST,Strathcona,494219.5,5458027.2,49.27497,-123.07947,16,0,2004,10,27,10/27/2004,Night,October,"49.27497458, -123.0794694"
Other Theft,6XX GRANVILLE ST,Central Business District,491445.9,5458896.4,49.28276,-123.11762,13,36,2007,2,8,02/08/2007,Evening,February,"49.28276102, -123.1176182"
Break and Enter Residential/Other,34XX KINGSWAY AVE,Killarney,497769.3,5453239.6,49.23193,-123.03064,1,30,2011,5,30,05/30/2011,Evening,May,"49.23193242, -123.0306412"
Theft from Vehicle,9XX E 15TH AVE,Mount Pleasant,493797.8,5456024.3,49.25695,-123.08524,17,0,2006,10,11,10/11/2006,Night,October,"49.25695416, -123.0852358"
Theft from Vehicle,8XX W BROADWAY AVE,Fairview,491122.2,5456740.4,49.26336,-123.12202,10,0,1999,2,24,02/24/1999,Night,February,"49.26336282, -123.1220218"
Theft of Vehicle,17XX COMOX ST,West End,489946.8,5459442.7,49.28765,-123.13824,20,0,1999,9,30,09/30/1999,Night,September,"49.28765197, -123.1382443"
Mischief,31XX E 21ST AVE,Renfrew-Collingwood,497183.8,5455409.4,49.25145,-123.03870,0,0,2006,11,22,11/22/2006,Night,November,"49.25144841, -123.0386984"
Theft from Vehicle,21XX E 1ST AVE,Grandview-Woodland,495551.1,5457424.7,49.26957,-123.06116,22,30,2000,12,10,12/10/2000,Evening,December,"49.26956639, -123.0611561"
Break and Enter Residential/Other,20XX SW MARINE DR,Kerrisdale,488865.1,5451206.5,49.21355,-123.15289,4,0,2001,9,25,09/25/2001,Night,September,"49.21354693, -123.1528902"
Theft from Vehicle,JOYCE ST / KINGSWAY AVE,Renfrew-Collingwood,497384.3,5453488.1,49.23417,-123.03593,18,15,2002,12,19,12/19/2002,Afternoon,December,"49.23416621, -123.0359302"
Mischief,1XX E HASTINGS ST,Central Business District,492633.9,5458745.8,49.28142,-123.10128,12,16,2011,4,20,04/20/2011,Afternoon,April,"49.28142191, -123.1012807"
Break and Enter Residential/Other,8XX W 7TH AVE,Fairview,491022.8,5456930.1,49.26507,-123.12339,17,0,1999,10,13,10/13/1999,Night,October,"49.26506721, -123.1233924"
Theft from Vehicle,12XX W CORDOVA ST,Central Business District,491003.7,5459691.5,49.28991,-123.12372,18,0,2000,9,26,09/26/2000,Night,September,"49.28990689, -123.1237162"
Theft from Vehicle,30XX KINGSWAY AVE,Renfrew-Collingwood,497078.2,5453664.9,49.23576,-123.04014,2,21,1999,6,25,06/25/1999,Evening,June,"49.23575573, -123.0401371"
Theft of Bicycle,67XX ARGYLE ST,Victoria-Fraserview,494762.7,5452204.2,49.22260,-123.07193,16,0,2000,2,14,02/14/2000,Night,February,"49.22260094, -123.0719255"
Other Theft,12XX GRANVILLE ST,Central Business District,490720.1,5458163.8,49.27616,-123.12758,21,30,2004,10,17,10/17/2004,Evening,October,"49.27616048, -123.1275811"
Mischief,46XX ONTARIO ST,Riley Park,492333.9,5454500.7,49.24323,-123.10532,20,6,2008,7,7,07/07/2008,Day,July,"49.24323228, -123.105324"
Theft from Vehicle,7XX GREAT NORTHERN WAY,Mount Pleasant,493652.6,5457063.7,49.26630,-123.08725,0,0,2008,1,6,01/06/2008,Night,January,"49.26630273, -123.0872473"
Break and Enter Commercial,45XX W 16TH AVE,West Point Grey,484593.3,5456210.4,49.25847,-123.21174,19,30,2008,2,11,02/11/2008,Evening,February,"49.2584655, -123.2117377"
Mischief,34XX E HASTINGS ST,Hastings-Sunrise,497779.0,5458714.6,49.28118,-123.03054,20,31,2007,10,28,10/28/2007,Evening,October,"49.28118179, -123.0305371"
Theft from Vehicle,21XX E 20TH AVE,Kensington-Cedar Cottage,495444.0,5455486.0,49.25213,-123.06261,17,30,2000,12,16,12/16/2000,Evening,December,"49.25212678, -123.0626065"
Theft from Vehicle,27XX W BROADWAY AVE,Kitsilano,487881.1,5456818.6,49.26401,-123.16657,8,30,2002,2,13,02/13/2002,Evening,February,"49.26401033, -123.1665716"
Other Theft,12XX RICHARDS ST,Central Business District,490957.3,5458122.2,49.27579,-123.12432,17,18,2005,5,26,05/26/2005,Evening,May,"49.27578939, -123.1243196"
Theft of Bicycle,22XX W 3RD AVE,Kitsilano,488682.3,5457374.2,49.26902,-123.15557,23,0,2005,8,10,08/10/2005,Night,August,"49.2690234, -123.1555742"
Theft of Bicycle,23XX GUELPH ST,Mount Pleasant,493100.2,5456862.9,49.26449,-123.09484,15,50,2005,5,20,05/20/2005,Evening,May,"49.26449042, -123.0948367"
Break and Enter Residential/Other,58XX TISDALL ST,Oakridge,491082.8,5453312.8,49.23253,-123.12249,19,30,2002,10,17,10/17/2002,Evening,October,"49.23253054, -123.1224868"
Break and Enter Residential/Other,29XX W 6TH AVE,Kitsilano,487486.0,5457113.0,49.26665,-123.17201,0,0,2011,5,24,05/24/2011,Night,May,"49.26665037, -123.1720106"
Mischief,RICHARDS ST / W PENDER ST,Central Business District,491791.8,5458968.8,49.28342,-123.11286,22,52,2011,11,18,11/18/2011,Evening,November,"49.28341647, -123.1128645"
Theft from Vehicle,6XX GLEN DR,Strathcona,494078.6,5458409.9,49.27842,-123.08141,0,0,2007,9,15,09/15/2007,Night,September,"49.27841613, -123.081412"
Mischief,11XX BURRARD ST,Central Business District,490715.3,5458594.5,49.28003,-123.12766,18,45,2006,1,28,01/28/2006,Evening,January,"49.28003481, -123.1276577"
Theft of Vehicle,15XX E 2ND AVE,Grandview-Woodland,494658.3,5457328.0,49.26869,-123.07343,17,45,1999,1,4,01/04/1999,Evening,January,"49.26868968, -123.0734272"
Break and Enter Residential/Other,38XX W 38TH AVE,Dunbar-Southlands,486231.2,5453881.5,49.23756,-123.18915,13,0,2000,10,31,10/31/2000,Night,October,"49.23755578, -123.1891471"
Theft of Vehicle,32XX NAPIER ST,Hastings-Sunrise,497366.2,5458018.9,49.27492,-123.03621,17,0,1999,4,25,04/25/1999,Night,April,"49.27492193, -123.0362095"
Theft from Vehicle,16XX SALT ST,Mount Pleasant,492287.3,5457574.8,49.27088,-123.10602,18,30,2011,11,4,11/04/2011,Evening,November,"49.27088384, -123.1060233"
Other Theft,9XX GRANVILLE ST,Central Business District,491077.8,5458527.2,49.27943,-123.12267,9,40,2011,2,2,02/02/2011,Evening,February,"49.27943429, -123.1226715"
Break and Enter Commercial,14XX SW MARINE DR,Marpole,489869.0,5450196.8,49.20448,-123.13908,17,45,2002,11,10,11/10/2002,Evening,November,"49.20448211, -123.1390801"
Theft from Vehicle,10XX RICHARDS ST,Central Business District,491127.0,5458305.7,49.27744,-123.12199,23,0,2005,10,26,10/26/2005,Night,October,"49.27744312, -123.1219898"
Break and Enter Residential/Other,8XX E 10TH AVE,Mount Pleasant,493698.9,5456522.5,49.26143,-123.08660,19,0,2011,9,15,09/15/2011,Night,September,"49.26143465, -123.0866031"
Break and Enter Residential/Other,14XX LABURNUM ST,Kitsilano,488990.6,5457782.5,49.27270,-123.15135,17,30,2004,1,13,01/13/2004,Evening,January,"49.27270157, -123.1513477"
Other Theft,7XX ROBSON ST,Central Business District,491218.8,5458800.8,49.28190,-123.12074,14,40,1999,2,20,02/20/1999,Evening,February,"49.28189804, -123.1207383"
Other Theft,56XX VICTORIA DR,Kensington-Cedar Cottage,495228.1,5453412.8,49.23348,-123.06555,21,30,2001,6,21,06/21/2001,Evening,June,"49.23347577, -123.0655486"
Theft from Vehicle,31XX FIR ST,Fairview,489726.2,5456145.0,49.25799,-123.14119,23,0,2006,8,17,08/17/2006,Night,August,"49.25798532, -123.1411932"
Theft from Vehicle,19XX E 6TH AVE,Grandview-Woodland,495254.6,5456917.3,49.26500,-123.06523,14,30,2001,10,8,10/08/2001,Evening,October,"49.26499973, -123.0652257"
Theft of Bicycle,43XX W 11TH AVE,West Point Grey,485026.9,5456701.1,49.26289,-123.20580,8,0,2010,6,15,06/15/2010,Night,June,"49.26289037, -123.2057973"
Break and Enter Commercial,1XX W KENT N AVE,Marpole,491998.0,5450462.4,49.20690,-123.10986,21,30,2007,8,4,08/04/2007,Evening,August,"49.20690311, -123.1098586"
Theft from Vehicle,17XX COMMERCIAL DR,Grandview-Woodland,494935.9,5457422.6,49.26954,-123.06961,20,0,2004,9,20,09/20/2004,Night,September,"49.26954226, -123.0696126"
Break and Enter Residential/Other,28XX GLEN DR,Mount Pleasant,494078.5,5456306.2,49.25949,-123.08138,1,30,2002,12,25,12/25/2002,Evening,December,"49.25949305, -123.0813827"
Other Theft,3XX E BROADWAY AVE,Mount Pleasant,492933.9,5456669.4,49.26275,-123.09712,18,23,2009,3,7,03/07/2009,Evening,March,"49.26274759, -123.0971192"
Theft from Vehicle,EXPO BLVD / NELSON ST,Central Business District,491563.7,5458020.7,49.27489,-123.11598,19,0,2004,1,17,01/17/2004,Night,January,"49.27488532, -123.1159802"
Theft from Vehicle,34XX CROWLEY DR,Renfrew-Collingwood,497648.2,5453837.1,49.23731,-123.03231,18,0,2001,2,23,02/23/2001,Night,February,"49.23730645, -123.0323081"
Theft from Vehicle,19XX E 41ST AVE,Kensington-Cedar Cottage,495150.6,5453325.0,49.23269,-123.06661,17,0,2003,8,14,08/14/2003,Night,August,"49.23268565, -123.066612"
Theft from Vehicle,21XX TRIUMPH ST,Grandview-Woodland,495523.5,5459015.7,49.28388,-123.06155,13,44,2009,10,13,10/13/2009,Evening,October,"49.28387761, -123.0615536"
Break and Enter Residential/Other,32XX VENABLES ST,Hastings-Sunrise,497399.6,5458202.6,49.27657,-123.03575,14,43,2009,6,21,06/21/2009,Evening,June,"49.27657467, -123.0357505"
Theft of Vehicle,BURRARD ST / MELVILLE ST,Central Business District,491271.9,5459162.6,49.28515,-123.12002,15,0,2002,12,14,12/14/2002,Night,December,"49.28515315, -123.1200174"
Mischief,6XX E HASTINGS ST,Strathcona,493390.7,5458714.1,49.28115,-123.09087,12,0,2011,5,24,05/24/2011,Night,May,"49.2811455, -123.0908741"
Other Theft,3XX E BROADWAY AVE,Mount Pleasant,492933.9,5456669.4,49.26275,-123.09712,11,20,2006,3,23,03/23/2006,Evening,March,"49.26274759, -123.0971192"
Other Theft,3XX ABBOTT ST,Central Business District,492213.9,5458862.7,49.28247,-123.10706,18,37,2010,8,3,08/03/2010,Evening,August,"49.2824676, -123.1070582"
Break and Enter Residential/Other,24XX E 21ST AVE,Renfrew-Collingwood,495978.3,5455424.2,49.25157,-123.05526,8,30,2008,1,3,01/03/2008,Evening,January,"49.25157453, -123.0552636"
Break and Enter Residential/Other,1XX E 16TH AVE,Riley Park,492561.6,5455981.1,49.25655,-123.10222,20,0,2001,1,15,01/15/2001,Night,January,"49.2565516, -123.1022235"
Theft from Vehicle,24XX BAYSWATER ST,Kitsilano,487537.5,5456859.5,49.26437,-123.17130,15,15,2009,9,13,09/13/2009,Afternoon,September,"49.26437124, -123.171295"
Theft from Vehicle,11XX GRANVILLE ST,Central Business District,490934.3,5458381.3,49.27812,-123.12464,1,0,2009,5,10,05/10/2009,Night,May,"49.27811997, -123.1246406"
Other Theft,3XX ABBOTT ST,Central Business District,492213.9,5458862.7,49.28247,-123.10706,18,14,2011,12,4,12/04/2011,Afternoon,December,"49.2824676, -123.1070582"
Theft of Bicycle,14XX QUEBEC ST,Central Business District,492587.8,5457785.3,49.27278,-123.10190,17,15,2009,6,19,06/19/2009,Afternoon,June,"49.27278131, -123.1018969"
Break and Enter Residential/Other,1XX N KOOTENAY ST,Hastings-Sunrise,498126.1,5459240.8,49.28592,-123.02577,21,0,2003,5,12,05/12/2003,Night,May,"49.2859154, -123.0257678"
Other Theft,8X W PENDER ST,Central Business District,492208.6,5458693.0,49.28094,-123.10713,8,57,2011,1,28,01/28/2011,Evening,January,"49.28094151, -123.1071279"
Other Theft,7XX GRANVILLE ST,Central Business District,491398.9,5458862.0,49.28245,-123.11826,12,52,2008,3,15,03/15/2008,Evening,March,"49.28245092, -123.1182643"
Break and Enter Residential/Other,12XX W 15TH AVE,Fairview,490370.6,5456138.3,49.25794,-123.13234,20,39,2002,12,6,12/06/2002,Evening,December,"49.25793508, -123.132338"
Theft from Vehicle,16XX PENDRELL ST,West End,489969.5,5459270.3,49.28610,-123.13793,20,0,2003,12,27,12/27/2003,Night,December,"49.28610203, -123.137928"
Theft of Bicycle,16XX W 11TH AVE,Fairview,489637.0,5456559.5,49.26171,-123.14243,2,10,2007,7,18,07/18/2007,Day,July,"49.26171205, -123.1424305"
Other Theft,9XX SEYMOUR ST,Central Business District,491143.3,5458445.6,49.27870,-123.12177,20,22,2006,1,28,01/28/2006,Evening,January,"49.27870142, -123.1217697"
Theft from Vehicle,21XX TRIUMPH ST,Grandview-Woodland,495523.5,5459015.7,49.28388,-123.06155,16,0,2002,8,9,08/09/2002,Night,August,"49.28387761, -123.0615536"
Mischief,21XX W 34TH AVE,Arbutus Ridge,488742.5,5454282.5,49.24121,-123.15466,17,45,2011,3,31,03/31/2011,Evening,March,"49.24121428, -123.1546601"
Mischief,11XX GRANVILLE ST,Central Business District,490934.3,5458381.3,49.27812,-123.12464,15,2,2011,12,11,12/11/2011,Night,December,"49.27811997, -123.1246406"
Theft from Vehicle,21XX W 39TH AVE,Arbutus Ridge,488482.5,5453760.5,49.23651,-123.15822,19,0,2011,10,27,10/27/2011,Night,October,"49.23651412, -123.1582165"
Theft from Vehicle,MAIN ST / TERMINAL AVE,Mount Pleasant,492718.3,5457784.6,49.27278,-123.10010,14,0,2005,10,19,10/19/2005,Night,October,"49.2727764, -123.1001034"
Break and Enter Commercial,1XX WATER ST,Central Business District,492239.9,5459021.9,49.28390,-123.10670,8,48,2003,12,12,12/12/2003,Evening,December,"49.28390014, -123.1067035"
Vehicle Collision or Pedestrian Struck (with Injury),W 57TH AVE / OAK ST,Marpole,490638.0,5451832.0,49.21920,-123.12856,11,50,1999,12,20,12/20/1999,Evening,December,"49.21920339, -123.1285618"
Break and Enter Residential/Other,65XX BLENHEIM ST,Kerrisdale,486988.3,5452669.6,49.22667,-123.17871,14,56,2004,5,25,05/25/2004,Evening,May,"49.22667104, -123.1787082"
Theft from Vehicle,17XX W 5TH AVE,Fairview,489428.6,5457159.6,49.26711,-123.14531,7,0,2000,10,14,10/14/2000,Night,October,"49.26710639, -123.1453099"
Break and Enter Residential/Other,63XX FREMLIN ST,Oakridge,490769.9,5452834.2,49.22822,-123.12677,23,52,2009,6,4,06/04/2009,Evening,June,"49.22822024, -123.1267743"
Mischief,45XX CLANCY LORANGER WAY,Riley Park,492100.0,5454511.8,49.24333,-123.10854,21,50,2007,1,16,01/16/2007,Evening,January,"49.24332943, -123.108538"
Theft from Vehicle,1XX WATER ST,Central Business District,492203.3,5459031.7,49.28399,-123.10721,15,30,2007,7,15,07/15/2007,Evening,July,"49.28398765, -123.1072072"
Theft from Vehicle,4XX KEEFER ST,Strathcona,493163.7,5458522.2,49.27942,-123.09399,17,0,2010,4,13,04/13/2010,Night,April,"49.27941656, -123.0939931"
Theft of Vehicle,9XX BURRARD ST,Central Business District,490952.1,5458832.4,49.28218,-123.12441,14,0,2002,6,4,06/04/2002,Night,June,"49.28217849, -123.1244061"
Theft from Vehicle,3XX KEEFER ST,Strathcona,493005.3,5458517.8,49.27938,-123.09617,16,30,2001,10,11,10/11/2001,Evening,October,"49.27937528, -123.0961705"
Break and Enter Commercial,36XX KINGSWAY AVE,Renfrew-Collingwood,498229.3,5453280.3,49.23230,-123.02432,2,0,2009,3,12,03/12/2009,Night,March,"49.2323003, -123.0243224"
Theft from Vehicle,DAVIE ST / JERVIS ST,West End,490187.9,5458904.0,49.28281,-123.13492,18,0,2000,11,8,11/08/2000,Night,November,"49.28281048, -123.1349164"
Break and Enter Residential/Other,28XX MAIN ST,Mount Pleasant,492649.2,5456353.9,49.25991,-123.10103,0,1,2005,10,25,10/25/2005,Night,October,"49.25990589, -123.1010263"
Theft of Bicycle,CAMBIE ST / W 8TH AVE,Fairview,491641.7,5456817.8,49.26407,-123.11488,14,0,2009,3,3,03/03/2009,Night,March,"49.26406609, -123.1148833"
Theft from Vehicle,9XX W GEORGIA ST,Central Business District,491259.2,5459007.8,49.28376,-123.12019,17,0,2002,7,7,07/07/2002,Night,July,"49.28375989, -123.1201875"
Theft of Vehicle,28XX E HASTINGS ST,Hastings-Sunrise,496682.6,5458707.6,49.28111,-123.04561,18,0,2002,8,13,08/13/2002,Night,August,"49.28111385, -123.045612"
Mischief,10XX E 63RD AVE,Sunset,493886.5,5451120.2,49.21284,-123.08394,3,30,2000,6,23,06/23/2000,Evening,June,"49.21284177, -123.0839422"
Theft from Vehicle,9XX W BROADWAY AVE,Fairview,490888.1,5456747.8,49.26343,-123.12524,14,30,2010,4,2,04/02/2010,Evening,April,"49.26342612, -123.1252393"
Theft of Vehicle,9XX POWELL ST,Strathcona,493947.9,5458880.8,49.28265,-123.08322,16,30,2006,11,12,11/12/2006,Evening,November,"49.2826505, -123.0832156"
Break and Enter Commercial,4XX W PENDER ST,Central Business District,491840.8,5458909.9,49.28289,-123.11219,6,25,2004,10,19,10/19/2004,Evening,October,"49.28288785, -123.1121883"
Break and Enter Residential/Other,12XX W 7TH AVE,Fairview,490284.5,5456958.0,49.26531,-123.13354,17,30,1999,6,1,06/01/1999,Evening,June,"49.26530743, -123.1335399"
Vehicle Collision or Pedestrian Struck (with Injury),ALBERNI ST / BURRARD ST,West End,491151.0,5459036.0,49.28401,-123.12168,1,21,2002,5,6,05/06/2002,Evening,May,"49.28401245, -123.1216763"
Theft from Vehicle,35XX E PENDER ST,Hastings-Sunrise,497987.1,5458602.0,49.28017,-123.02768,10,22,2007,1,25,01/25/2007,Evening,January,"49.28016893, -123.0276764"
Theft from Vehicle,8XX W GEORGIA ST,Central Business District,491327.7,5458938.1,49.28313,-123.11925,17,0,2000,4,23,04/23/2000,Night,April,"49.28313463, -123.1192451"
Theft from Vehicle,14XX ALBERNI ST,West End,490621.8,5459547.3,49.28860,-123.12896,1,55,2011,5,29,05/29/2011,Evening,May,"49.28860369, -123.1289647"
Other Theft,15XX JOHNSTON ST,Fairview,490195.5,5457680.2,49.27180,-123.13478,17,9,2010,5,2,05/02/2010,Day,May,"49.27180206, -123.1347812"
Mischief,24XX WALL ST,Hastings-Sunrise,496021.8,5459821.6,49.29113,-123.05471,1,0,2009,11,4,11/04/2009,Night,November,"49.29113043, -123.0547094"
Theft from Vehicle,5XX UNION ST,Strathcona,493280.4,5458317.1,49.27757,-123.09238,22,30,2007,8,15,08/15/2007,Evening,August,"49.27757259, -123.092384"
Break and Enter Residential/Other,11XX BUTE ST,West End,490365.2,5458859.9,49.28242,-123.13248,2,26,2002,10,26,10/26/2002,Evening,October,"49.28241643, -123.1324773"
Break and Enter Commercial,38XX CAROLINA ST,Riley Park,493295.2,5455327.7,49.25068,-123.09213,16,0,2003,6,15,06/15/2003,Night,June,"49.2506828, -123.0921305"
Mischief,11XX W GEORGIA ST,West End,490905.3,5459358.1,49.28691,-123.12506,13,0,2001,9,21,09/21/2001,Night,September,"49.28690618, -123.1250625"
Theft from Vehicle,63XX ALMA ST,Kerrisdale,486392.7,5452914.3,49.22886,-123.18690,19,0,2011,8,4,08/04/2011,Night,August,"49.22885941, -123.1868957"
Theft from Vehicle,14XX GRANVILLE ST,Central Business District,490583.5,5458022.4,49.27489,-123.12946,12,0,2006,9,6,09/06/2006,Night,September,"49.2748863, -123.1294556"
Break and Enter Residential/Other,3XX W KING EDWARD AVE,Riley Park,491819.9,5455147.0,49.24904,-123.11240,0,1,2010,4,26,04/26/2010,Night,April,"49.24903933, -123.1123993"
Theft from Vehicle,6XX UNION ST,Strathcona,493341.0,5458305.8,49.27747,-123.09155,23,0,2000,12,5,12/05/2000,Night,December,"49.27747188, -123.0915513"
Theft from Vehicle,5XX RICHARDS ST,Central Business District,491789.2,5458959.7,49.28334,-123.11290,20,0,1999,11,23,11/23/1999,Night,November,"49.28333512, -123.1128993"
Other Theft,7XX BUTE ST,West End,490797.7,5459282.3,49.28622,-123.12654,15,34,2011,8,23,08/23/2011,Evening,August,"49.28622283, -123.1265405"
Vehicle Collision or Pedestrian Struck (with Injury),28XX BLOCK E 1ST AVE,Hastings-Sunrise,496618.0,5457404.0,49.26939,-123.04649,21,30,2005,7,14,07/14/2005,Evening,July,"49.26938702, -123.0464897"
Theft from Vehicle,12XX MATTHEWS AVE,Shaughnessy,490324.3,5455656.8,49.25360,-123.13296,18,0,2004,7,9,07/09/2004,Night,July,"49.25360299, -123.1329625"
Mischief,VINE ST / W BROADWAY AVE,Kitsilano,488530.8,5456804.9,49.26390,-123.15764,21,44,2005,7,10,07/10/2005,Evening,July,"49.26390017, -123.1576414"
Theft of Vehicle,10XX SE MARINE DR,Sunset,493873.1,5450918.9,49.21103,-123.08412,0,0,2010,2,1,02/01/2010,Night,February,"49.21103044, -123.0841222"
Theft of Bicycle,15XX YEW ST,Kitsilano,488729.8,5457722.9,49.27216,-123.15493,18,0,2008,3,13,03/13/2008,Night,March,"49.27216062, -123.1549315"
Break and Enter Residential/Other,28XX W 35TH AVE,Arbutus Ridge,487659.8,5454192.7,49.24039,-123.16953,19,45,2010,11,26,11/26/2010,Evening,November,"49.240386, -123.1695321"
Theft from Vehicle,5XX W 57TH AVE,Oakridge,491369.9,5451821.4,49.21912,-123.11851,18,30,2000,10,24,10/24/2000,Evening,October,"49.21911852, -123.1185107"
Break and Enter Residential/Other,18XX W 5TH AVE,Kitsilano,489288.3,5457163.5,49.26714,-123.14724,21,42,2002,7,10,07/10/2002,Evening,July,"49.26713921, -123.1472386"
Theft from Vehicle,28XX YUKON ST,Mount Pleasant,491781.7,5456362.7,49.25997,-123.11295,1,0,2008,11,6,11/06/2008,Night,November,"49.25997446, -123.1129498"
Theft from Vehicle,38XX W 37TH AVE,Dunbar-Southlands,486132.6,5453992.5,49.23855,-123.19051,1,30,2000,9,29,09/29/2000,Evening,September,"49.23855193, -123.1905052"
Theft of Vehicle,4XX E 49TH AVE,Sunset,492912.2,5452533.4,49.22554,-123.09734,19,0,2001,3,14,03/14/2001,Night,March,"49.22554338, -123.0973449"
